921,19,60,26,4715,2023/02/04
922,6,140,47,3160,2023/02/04
923,2,90,15,9139,2023/02/04
924,16,150,16,8046,2023/02/04
925,13,30,26,2214,2023/02/04
926,1,100,38,7376,2023/02/04
927,9,50,22,9576,2023/02/04
928,12,200,21,3575,2023/02/04
929,8,30,21,8403,2023/02/04
930,14,30,44,1579,2023/02/04
931,11,10,45,6817,2023/02/04
932,5,100,42,3285,2023/02/04
933,6,150,14,9208,2023/02/04
934,12,80,25,1280,2023/02/04
935,19,20,11,8518,2023/02/04
936,4,50,35,704,2023/02/04
937,18,100,34,5827,2023/02/04
938,8,190,47,5558,2023/02/04
939,10,140,10,7084,2023/02/04
940,11,200,36,8100,2023/02/04
941,12,110,28,7143,2023/02/04
942,20,60,40,2906,2023/02/04
943,1,200,37,4652,2023/02/04
944,15,170,3,7602,2023/02/04
945,16,30,39,1085,2023/02/04
946,17,40,41,7632,2023/02/04
947,12,70,37,8292,2023/02/04
948,10,190,10,2470,2023/02/05
949,3,30,37,7221,2023/02/05
950,13,30,37,1444,2023/02/05
951,2,150,36,6507,2023/02/05
952,7,100,19,6509,2023/02/05
953,19,190,14,827,2023/02/05
954,5,200,40,5867,2023/02/05
955,20,100,8,6890,2023/02/05
956,14,150,16,4244,2023/02/05
957,8,60,10,5212,2023/02/05
958,8,20,22,3391,2023/02/05
959,10,20,28,783,2023/02/05
960,12,140,33,1671,2023/02/05
961,7,150,9,3067,2023/02/05
962,8,160,35,3036,2023/02/05
963,15,100,41,2013,2023/02/05
964,18,60,14,9342,2023/02/05
965,3,30,29,5640,2023/02/05
966,14,140,32,2746,2023/02/05
967,14,120,1,1638,2023/02/05
968,20,60,14,8435,2023/02/05
969,16,40,22,6559,2023/02/05
970,12,180,4,3589,2023/02/05
971,5,30,19,960,2023/02/05
972,4,140,21,3840,2023/02/05
973,19,110,38,449,2023/02/05
974,13,160,30,6913,2023/02/05
975,19,140,29,9077,2023/02/06
976,9,180,43,1815,2023/02/06
977,3,80,33,1870,2023/02/06
978,11,200,20,5927,2023/02/06
979,6,190,17,6219,2023/02/06
980,2,150,22,9845,2023/02/06
981,1,50,40,7511,2023/02/06
982,4,150,6,8346,2023/02/06
983,19,150,44,4780,2023/02/06
984,9,170,49,8534,2023/02/06
985,5,20,26,9175,2023/02/06
986,15,140,44,786,2023/02/06
987,11,100,46,3918,2023/02/06
988,18,70,48,8046,2023/02/06
989,19,100,27,5342,2023/02/06
990,10,60,14,5489,2023/02/06
991,2,200,36,8905,2023/02/06
992,8,130,42,433,2023/02/06
993,9,110,31,8673,2023/02/06
994,14,190,2,6693,2023/02/06
995,14,140,39,4809,2023/02/06
996,4,10,23,4709,2023/02/06
997,3,160,6,3094,2023/02/06
998,10,70,40,5773,2023/02/06
999,12,160,12,8860,2023/02/06
1000,19,30,33,9377,2023/02/06
1001,6,30,4,6851,2023/02/07
1002,5,170,35,3368,2023/02/07
1003,19,90,25,6823,2023/02/07
1004,1,150,5,4025,2023/02/07
1005,20,160,4,630,2023/02/07
1006,12,120,7,9132,2023/02/07
1007,2,100,34,6745,2023/02/07
1008,5,70,4,4986,2023/02/07
1009,4,90,43,4066,2023/02/07
1010,18,30,18,1049,2023/02/07
1011,11,110,37,5226,2023/02/07
1012,10,170,3,1615,2023/02/07
1013,10,160,42,9091,2023/02/07
1014,5,120,26,462,2023/02/07
1015,16,200,42,6297,2023/02/07
1016,2,10,20,9616,2023/02/07
1017,5,150,11,3704,2023/02/07
1018,13,150,33,6722,2023/02/07
1019,11,50,18,8435,2023/02/07
1020,8,50,26,2574,2023/02/07
1021,2,70,35,9640,2023/02/07
1022,7,180,45,6146,2023/02/07
1023,17,170,6,1363,2023/02/07
1024,1,60,28,6806,2023/02/07
1025,4,200,4,5936,2023/02/07
1026,15,60,14,9831,2023/02/07
1027,4,110,17,6016,2023/02/07
1028,10,130,36,1602,2023/02/07
1029,18,170,6,5456,2023/02/08
1030,7,60,18,5197,2023/02/08
1031,2,50,41,8750,2023/02/08
1032,6,190,15,9488,2023/02/08
1033,10,20,27,7892,2023/02/08
1034,6,40,27,1617,2023/02/08
1035,12,90,34,5636,2023/02/08
1036,11,120,38,8598,2023/02/08
1037,9,140,9,2051,2023/02/08
1038,9,190,29,3016,2023/02/08
1039,17,160,8,2241,2023/02/08
1040,8,90,16,5248,2023/02/08
1041,2,80,19,2813,2023/02/08
1042,15,40,49,2974,2023/02/08
1043,16,40,24,241,2023/02/08
1044,7,180,7,7515,2023/02/08
1045,13,70,36,6880,2023/02/08
1046,8,120,22,4938,2023/02/08
1047,12,80,37,7203,2023/02/08
1048,6,20,36,7988,2023/02/08
1049,2,100,7,5323,2023/02/08
1050,17,120,1,6004,2023/02/08
1051,8,140,47,8226,2023/02/08
1052,6,40,41,8555,2023/02/08
1053,6,140,27,1147,2023/02/08
1054,16,70,20,6855,2023/02/08
1055,18,30,19,5100,2023/02/08
1056,17,90,43,8788,2023/02/08
1057,13,70,38,2444,2023/02/08
1058,13,60,49,7737,2023/02/08
1059,7,70,42,5805,2023/02/09
1060,14,100,15,3573,2023/02/09
1061,9,130,21,7053,2023/02/09
1062,17,50,18,8379,2023/02/09
1063,10,110,26,3581,2023/02/09
1064,1,170,2,8622,2023/02/09
1065,15,60,23,6324,2023/02/09
1066,3,50,40,1521,2023/02/09
1067,8,40,39,5626,2023/02/09
1068,10,70,36,6289,2023/02/09
1069,8,150,28,9123,2023/02/09
1070,7,40,19,3008,2023/02/09
1071,17,170,22,3150,2023/02/09
1072,9,100,14,4055,2023/02/09
1073,18,130,16,5930,2023/02/09
1074,9,200,49,6005,2023/02/09
1075,5,10,12,6787,2023/02/09
1076,20,180,13,8985,2023/02/09
1077,10,40,31,6204,2023/02/09
1078,20,80,5,3669,2023/02/09
1079,18,60,11,3144,2023/02/09
1080,9,160,1,4517,2023/02/09
1081,9,30,31,6180,2023/02/10
1082,1,50,5,9347,2023/02/10
1083,1,70,15,1376,2023/02/10
1084,19,110,31,8795,2023/02/10
1085,15,190,18,3604,2023/02/10
1086,18,90,19,7604,2023/02/10
1087,5,200,17,8890,2023/02/10
1088,18,100,33,1559,2023/02/10
1089,7,170,34,3783,2023/02/10
1090,12,50,12,8785,2023/02/10
1091,19,40,25,5221,2023/02/10
1092,19,170,10,9769,2023/02/10
1093,14,120,7,3934,2023/02/10
1094,1,110,19,1066,2023/02/10
1095,3,70,11,67,2023/02/10
1096,7,70,47,7667,2023/02/10
1097,15,40,36,7109,2023/02/10
1098,4,90,29,7784,2023/02/10
1099,4,190,48,4965,2023/02/10
1100,19,140,30,4090,2023/02/10
1101,10,130,4,2451,2023/02/10
1102,16,110,4,9850,2023/02/10
1103,19,180,2,1541,2023/02/10
1104,5,30,22,4679,2023/02/10
1105,5,90,42,8049,2023/02/10
1106,8,110,21,1170,2023/02/10
1107,7,50,43,3761,2023/02/10
1108,16,190,35,9359,2023/02/10
1109,16,90,46,6279,2023/02/10
1110,8,160,39,5529,2023/02/10
1111,11,70,16,9331,2023/02/10
1112,9,70,3,5520,2023/02/11
1113,9,150,47,1102,2023/02/11
1114,13,170,14,9249,2023/02/11
1115,20,170,21,8353,2023/02/11
1116,20,60,22,5393,2023/02/11
1117,15,140,38,1867,2023/02/11
1118,12,30,36,9715,2023/02/11
1119,13,150,6,9112,2023/02/11
1120,4,80,32,4200,2023/02/11
1121,4,170,13,81,2023/02/11
1122,12,50,35,9588,2023/02/11
1123,8,40,26,6483,2023/02/11
1124,17,90,3,2906,2023/02/11
1125,3,130,7,180,2023/02/11
1126,9,70,22,9560,2023/02/11
1127,6,170,8,532,2023/02/11
1128,2,120,22,7233,2023/02/11
1129,14,140,45,6849,2023/02/11
1130,18,180,31,4385,2023/02/11
1131,8,190,31,8668,2023/02/11
1132,9,160,17,52,2023/02/11
1133,12,160,48,3544,2023/02/11
1134,20,110,26,8625,2023/02/11
1135,7,90,44,2615,2023/02/11
1136,8,140,46,8963,2023/02/11
1137,15,130,22,5499,2023/02/11
1138,16,170,47,636,2023/02/11
1139,5,180,37,5358,2023/02/11
1140,4,140,28,8337,2023/02/11
1141,13,190,10,9645,2023/02/11
1142,20,10,3,8605,2023/02/11
1143,2,40,16,2774,2023/02/11
1144,16,170,45,3342,2023/02/11
1145,2,60,28,6690,2023/02/12
1146,20,80,14,6147,2023/02/12
1147,3,130,13,1216,2023/02/12
1148,5,20,38,488,2023/02/12
1149,13,10,47,2764,2023/02/12
1150,12,70,44,906,2023/02/12
1151,4,190,6,4895,2023/02/12
1152,18,30,12,9936,2023/02/12
1153,16,50,30,8867,2023/02/12
1154,4,100,16,9367,2023/02/12
1155,6,30,40,1084,2023/02/12
1156,7,140,21,6758,2023/02/12
1157,4,60,18,8085,2023/02/12
1158,3,80,6,2304,2023/02/12
1159,19,100,33,8098,2023/02/12
1160,11,50,22,4905,2023/02/12
1161,13,150,43,3533,2023/02/12
1162,18,150,28,4800,2023/02/12
1163,12,120,18,3567,2023/02/12
1164,14,20,35,7706,2023/02/12
1165,18,70,36,4500,2023/02/13
1166,15,30,7,1974,2023/02/13
1167,10,110,48,6862,2023/02/13
1168,20,160,9,7295,2023/02/13
1169,11,30,22,4639,2023/02/13
1170,9,110,3,9971,2023/02/13
1171,13,140,10,8987,2023/02/13
1172,3,10,48,6643,2023/02/13
1173,3,50,34,3732,2023/02/13
1174,7,160,34,8112,2023/02/13
1175,16,130,37,8812,2023/02/13
1176,9,80,16,3061,2023/02/13
1177,17,90,10,2667,2023/02/13
1178,11,130,42,7470,2023/02/13
1179,6,80,15,7610,2023/02/13
1180,14,180,23,9237,2023/02/13
1181,2,70,3,4650,2023/02/13
1182,11,180,14,6162,2023/02/13
1183,5,90,29,2745,2023/02/13
1184,9,10,7,7625,2023/02/13
1185,5,10,36,849,2023/02/13
1186,16,170,6,1942,2023/02/13
1187,4,70,10,9915,2023/02/14
1188,2,120,25,5104,2023/02/14
1189,9,100,35,3349,2023/02/14
1190,15,120,2,8615,2023/02/14
1191,18,180,46,2544,2023/02/14
1192,11,10,39,7823,2023/02/14
1193,10,30,34,9536,2023/02/14
1194,11,10,21,566,2023/02/14
1195,15,50,6,986,2023/02/14
1196,20,190,29,6529,2023/02/14
1197,1,70,33,491,2023/02/14
1198,15,160,37,7427,2023/02/14
1199,12,10,38,6335,2023/02/14
1200,11,70,16,591,2023/02/14
1201,16,10,17,9353,2023/02/14
1202,13,130,7,1638,2023/02/14
1203,18,140,9,5393,2023/02/14
1204,17,200,29,7048,2023/02/14
1205,20,30,22,2341,2023/02/14
1206,7,200,18,6009,2023/02/14
1207,6,150,17,2535,2023/02/14
1208,11,120,47,592,2023/02/14
1209,17,80,31,4596,2023/02/14
1210,17,160,33,782,2023/02/14
1211,9,60,44,3826,2023/02/14
1212,4,90,36,2172,2023/02/14
1213,16,50,38,8953,2023/02/14
1214,14,50,2,6164,2023/02/14
1215,11,30,19,4265,2023/02/15
1216,8,200,43,125,2023/02/15
1217,4,10,35,4848,2023/02/15
1218,3,30,35,7423,2023/02/15
1219,6,120,40,1545,2023/02/15
1220,14,130,28,3104,2023/02/15
1221,12,180,32,5738,2023/02/15
1222,13,20,12,9701,2023/02/15
1223,6,140,36,1813,2023/02/15
1224,9,10,13,9462,2023/02/15
1225,17,50,3,2769,2023/02/15
1226,7,20,3,4156,2023/02/15
1227,16,140,34,4584,2023/02/15
1228,4,170,39,9767,2023/02/15
1229,14,110,41,7014,2023/02/15
1230,15,130,30,5645,2023/02/15
1231,18,90,30,5222,2023/02/15
1232,1,140,47,7113,2023/02/15
1233,2,160,42,2702,2023/02/15
1234,8,120,46,2938,2023/02/15
1235,8,40,13,2270,2023/02/15
1236,7,90,40,2230,2023/02/15
1237,11,40,41,9427,2023/02/15
1238,2,170,41,7807,2023/02/15
1239,18,120,24,7170,2023/02/16
1240,14,70,6,3289,2023/02/16
1241,14,140,2,6218,2023/02/16
1242,18,90,34,9294,2023/02/16
1243,1,200,19,1646,2023/02/16
1244,20,80,11,9125,2023/02/16
1245,8,200,4,4466,2023/02/16
1246,4,50,3,9080,2023/02/16
1247,18,150,12,7368,2023/02/16
1248,13,30,6,4112,2023/02/16
1249,10,50,8,9209,2023/02/16
1250,10,160,28,9288,2023/02/16
1251,18,200,45,9389,2023/02/16
1252,4,140,49,7104,2023/02/16
1253,14,30,1,2886,2023/02/16
1254,16,180,4,7463,2023/02/16
1255,12,40,44,1240,2023/02/16
1256,9,160,33,8477,2023/02/16
1257,14,110,40,8146,2023/02/16
1258,2,150,36,2064,2023/02/16
1259,13,200,37,4639,2023/02/16
1260,12,120,25,4718,2023/02/16
1261,16,170,1,3785,2023/02/16
1262,7,130,40,6240,2023/02/16
1263,2,50,35,6602,2023/02/16
1264,16,70,28,1030,2023/02/16
1265,17,120,44,704,2023/02/16
1266,19,190,26,7146,2023/02/16
1267,9,120,25,9081,2023/02/16
1268,3,200,4,8153,2023/02/16
1269,2,120,6,2796,2023/02/16
1270,2,110,33,6216,2023/02/17
1271,7,70,17,3945,2023/02/17
1272,19,110,9,1748,2023/02/17
1273,13,80,6,6858,2023/02/17
1274,4,90,2,382,2023/02/17
1275,4,110,45,9754,2023/02/17
1276,13,100,15,1518,2023/02/17
1277,7,170,29,9415,2023/02/17
1278,15,90,31,2844,2023/02/17
1279,13,20,49,7534,2023/02/17
1280,6,150,7,4150,2023/02/17
1281,6,100,38,9622,2023/02/17
1282,13,100,21,7321,2023/02/17
1283,11,170,21,5341,2023/02/17
1284,20,170,36,3262,2023/02/17
1285,7,80,49,4004,2023/02/17
1286,18,100,13,4182,2023/02/17
1287,2,200,24,2603,2023/02/17
1288,18,40,11,9861,2023/02/17
1289,8,60,23,5177,2023/02/17
1290,13,80,15,87,2023/02/17
1291,1,160,25,4159,2023/02/17
1292,6,150,49,9315,2023/02/17
1293,6,170,34,503,2023/02/17
1294,10,190,35,7909,2023/02/17
1295,2,20,17,6285,2023/02/18
1296,7,140,2,4280,2023/02/18
1297,6,60,35,2634,2023/02/18
1298,20,50,10,7577,2023/02/18
1299,14,60,7,2175,2023/02/18
1300,7,90,13,8617,2023/02/18
1301,11,30,30,6031,2023/02/18
1302,7,130,7,6771,2023/02/18
1303,2,40,24,9541,2023/02/18
1304,12,70,18,9688,2023/02/18
1305,9,200,49,5379,2023/02/18
1306,5,180,24,8793,2023/02/18
1307,8,10,33,4261,2023/02/18
1308,5,40,40,4147,2023/02/18
1309,10,70,38,826,2023/02/18
1310,15,20,43,8455,2023/02/18
1311,18,100,12,3123,2023/02/18
1312,20,100,37,5430,2023/02/18
1313,5,90,22,5599,2023/02/18
1314,6,70,13,8210,2023/02/18
1315,19,80,4,8784,2023/02/18
1316,16,70,42,1769,2023/02/18
1317,19,180,11,7148,2023/02/18
1318,19,110,37,2237,2023/02/18
1319,6,20,37,1908,2023/02/18
1320,20,110,41,9804,2023/02/18
1321,15,170,43,9940,2023/02/18
1322,11,200,39,9632,2023/02/18
1323,14,200,44,2297,2023/02/18
1324,16,30,46,522,2023/02/18
1325,16,120,17,5250,2023/02/19
1326,3,180,15,5833,2023/02/19
1327,16,180,32,7971,2023/02/19
1328,18,90,1,1832,2023/02/19
1329,6,50,39,905,2023/02/19
1330,18,10,7,9920,2023/02/19
1331,10,110,35,6811,2023/02/19
1332,7,40,13,7901,2023/02/19
1333,8,30,44,7006,2023/02/19
1334,16,100,25,2476,2023/02/19
1335,5,100,24,3398,2023/02/19
1336,7,30,33,8143,2023/02/19
1337,1,100,2,8691,2023/02/19
1338,4,190,21,3874,2023/02/19
1339,12,170,27,9668,2023/02/19
1340,15,110,5,6671,2023/02/19
1341,16,110,42,1477,2023/02/19
1342,16,20,45,5591,2023/02/19
1343,8,150,44,2862,2023/02/19
1344,2,100,45,6293,2023/02/19
1345,5,100,9,7692,2023/02/19
1346,3,200,43,4649,2023/02/19
1347,13,180,2,9082,2023/02/19
1348,14,100,7,4935,2023/02/19
1349,2,70,6,7304,2023/02/19
1350,9,40,40,2253,2023/02/19
1351,3,190,3,4573,2023/02/19
1352,14,30,41,1290,2023/02/19
1353,2,90,22,6905,2023/02/19
1354,8,130,8,4116,2023/02/19
1355,10,100,1,7490,2023/02/19
1356,13,130,5,8412,2023/02/19
1357,11,190,19,3105,2023/02/19
1358,8,130,41,8661,2023/02/20
1359,10,160,37,1564,2023/02/20
1360,4,130,19,9378,2023/02/20
1361,4,160,19,6984,2023/02/20
1362,10,20,45,1339,2023/02/20
1363,6,160,15,1854,2023/02/20
1364,12,100,12,150,2023/02/20
1365,16,70,49,6910,2023/02/20
1366,1,180,37,1912,2023/02/20
1367,17,40,16,248,2023/02/20
1368,11,80,33,5101,2023/02/20
1369,2,110,26,5265,2023/02/20
1370,3,40,29,5706,2023/02/20
1371,18,50,12,6171,2023/02/20
1372,16,40,38,1224,2023/02/20
1373,18,130,7,2181,2023/02/20
1374,6,10,27,1891,2023/02/20
1375,16,190,43,3434,2023/02/20
1376,12,130,6,8832,2023/02/20
1377,15,70,41,4525,2023/02/20
1378,14,170,36,5615,2023/02/20
1379,3,90,23,7776,2023/02/20
1380,19,180,43,7317,2023/02/20
1381,6,200,17,4516,2023/02/20
1382,17,100,26,9700,2023/02/20
1383,1,100,12,6446,2023/02/20
1384,9,180,9,3094,2023/02/20
1385,16,80,49,4036,2023/02/20
1386,20,60,7,6774,2023/02/21
1387,7,110,8,6732,2023/02/21
1388,20,150,24,7169,2023/02/21
1389,15,130,40,9384,2023/02/21
1390,6,190,7,1068,2023/02/21
1391,3,110,5,3124,2023/02/21
1392,7,60,13,6525,2023/02/21
1393,1,190,19,4783,2023/02/21
1394,2,130,20,1742,2023/02/21
1395,16,190,47,3471,2023/02/21
1396,17,170,15,5412,2023/02/21
1397,18,120,37,2744,2023/02/21
1398,10,80,22,1753,2023/02/21
1399,10,50,25,162,2023/02/21
1400,10,40,24,3838,2023/02/21
1401,14,100,40,1029,2023/02/21
1402,17,50,2,3091,2023/02/21
1403,11,140,21,9321,2023/02/21
1404,1,80,12,7175,2023/02/21
1405,20,90,34,3553,2023/02/22
1406,6,110,2,7309,2023/02/22
1407,17,60,25,8480,2023/02/22
1408,5,20,11,2913,2023/02/22
1409,5,130,47,2503,2023/02/22
1410,5,200,21,1562,2023/02/22
1411,9,50,18,2047,2023/02/22
1412,10,30,24,5523,2023/02/22
1413,18,160,33,9160,2023/02/22
1414,1,140,28,7793,2023/02/22
1415,9,60,4,8013,2023/02/22
1416,9,20,39,5556,2023/02/22
1417,18,160,7,3197,2023/02/22
1418,1,190,37,1920,2023/02/22
1419,10,130,41,3357,2023/02/22
1420,20,150,10,3826,2023/02/22
1421,4,20,16,5860,2023/02/22
1422,15,180,9,9006,2023/02/22
1423,20,30,43,5481,2023/02/22
1424,20,100,29,3926,2023/02/22
1425,17,140,38,4410,2023/02/23
1426,14,140,20,8816,2023/02/23
1427,4,70,15,5081,2023/02/23
1428,5,130,38,6072,2023/02/23
1429,13,90,29,6483,2023/02/23
1430,1,130,14,212,2023/02/23
1431,14,100,37,8928,2023/02/23
1432,2,170,21,325,2023/02/23
1433,15,160,49,666,2023/02/23
1434,10,140,7,4450,2023/02/23
1435,4,170,4,3371,2023/02/23
1436,6,110,15,6135,2023/02/23
1437,15,120,2,1453,2023/02/23
1438,5,150,44,1740,2023/02/23
1439,2,180,44,8704,2023/02/23
1440,16,30,31,4846,2023/02/23
1441,3,120,27,2672,2023/02/23
1442,6,150,12,6305,2023/02/23
1443,6,10,22,626,2023/02/24
1444,4,20,11,5772,2023/02/24
1445,11,170,16,2005,2023/02/24
1446,14,40,2,6997,2023/02/24
1447,19,190,44,7957,2023/02/24
1448,20,10,40,8746,2023/02/24
1449,9,160,10,8144,2023/02/24
1450,5,150,33,1400,2023/02/24
1451,9,40,29,7135,2023/02/24
1452,16,160,10,6385,2023/02/24
1453,16,130,3,9789,2023/02/24
1454,17,110,33,6909,2023/02/24
1455,8,200,3,4447,2023/02/24
1456,18,150,20,288,2023/02/24
1457,4,40,22,3375,2023/02/24
1458,10,170,39,3213,2023/02/24
1459,6,80,49,4268,2023/02/24
1460,5,130,15,9546,2023/02/24
1461,7,40,14,7555,2023/02/24
1462,7,100,23,5161,2023/02/24
1463,13,200,3,3337,2023/02/24
1464,14,100,34,64,2023/02/24
1465,13,20,17,2638,2023/02/24
1466,14,90,34,9213,2023/02/24
1467,14,190,39,5844,2023/02/24
1468,8,50,12,3642,2023/02/24
1469,14,190,46,2597,2023/02/24
1470,4,30,21,7783,2023/02/24
1471,12,50,43,9679,2023/02/24
1472,7,180,27,4740,2023/02/24
1473,12,130,5,3435,2023/02/24
1474,15,50,7,4395,2023/02/24
1475,11,150,21,2840,2023/02/25
1476,19,190,46,1490,2023/02/25
1477,1,110,17,8052,2023/02/25
1478,11,140,28,6814,2023/02/25
1479,4,60,39,9377,2023/02/25
1480,19,190,41,916,2023/02/25
1481,10,40,39,9510,2023/02/25
1482,14,140,17,623,2023/02/25
1483,12,60,38,362,2023/02/25
1484,5,60,24,1169,2023/02/25
1485,17,100,7,8304,2023/02/25
1486,2,10,28,9370,2023/02/25
1487,11,10,49,8770,2023/02/25
1488,16,150,33,827,2023/02/25
1489,3,160,9,3254,2023/02/25
1490,17,60,39,7852,2023/02/25
1491,13,170,17,5890,2023/02/25
1492,9,130,7,7697,2023/02/25
1493,13,20,18,4070,2023/02/25
1494,4,120,10,4366,2023/02/25
1495,17,150,28,8062,2023/02/25
1496,14,100,32,5097,2023/02/25
1497,14,180,31,9874,2023/02/25
1498,15,60,44,6244,2023/02/25
1499,6,120,1,664,2023/02/25
1500,10,110,17,7117,2023/02/25
1501,19,60,23,119,2023/02/25
1502,8,90,10,8411,2023/02/25
1503,6,150,48,9362,2023/02/25
1504,14,150,31,3859,2023/02/25
1505,3,40,41,2049,2023/02/25
1506,16,110,10,3045,2023/02/25
1507,15,130,49,8550,2023/02/25
1508,7,200,49,1439,2023/02/26
1509,6,160,6,6397,2023/02/26
1510,11,30,46,50,2023/02/26
1511,11,170,8,1310,2023/02/26
1512,19,70,7,4225,2023/02/26
1513,20,200,39,5927,2023/02/26
1514,19,30,39,6413,2023/02/26
1515,4,140,20,6720,2023/02/26
1516,9,70,28,2092,2023/02/26
1517,1,80,5,876,2023/02/26
1518,7,60,26,5632,2023/02/26
1519,15,110,1,6837,2023/02/26
1520,7,30,2,6542,2023/02/26
1521,11,150,25,4926,2023/02/26
1522,8,50,27,4243,2023/02/26
1523,20,70,18,5377,2023/02/26
1524,14,170,27,870,2023/02/26
1525,9,90,24,5306,2023/02/26
1526,17,190,24,2829,2023/02/26
1527,11,100,41,95,2023/02/26
1528,15,160,11,7934,2023/02/26
1529,19,160,1,863,2023/02/27
1530,16,100,20,3290,2023/02/27
1531,6,70,11,7414,2023/02/27
1532,19,30,44,7327,2023/02/27
1533,12,50,28,3065,2023/02/27
1534,16,120,1,7374,2023/02/27
1535,4,170,29,1711,2023/02/27
1536,2,50,4,7391,2023/02/27
1537,5,110,39,2578,2023/02/27
1538,10,180,45,4974,2023/02/27
1539,16,60,8,4049,2023/02/27
1540,17,160,44,7244,2023/02/27
1541,4,150,26,3758,2023/02/27
1542,3,80,27,836,2023/02/27
1543,6,40,42,3946,2023/02/27
1544,9,170,6,3626,2023/02/27
1545,3,180,16,389,2023/02/27
1546,1,160,16,1571,2023/02/27
1547,14,190,25,545,2023/02/27
1548,13,10,12,5832,2023/02/27
1549,15,20,12,273,2023/02/28
1550,3,30,38,6622,2023/02/28
1551,19,90,28,234,2023/02/28
1552,20,130,40,2015,2023/02/28
1553,11,110,17,9804,2023/02/28
1554,4,50,13,3158,2023/02/28
1555,11,160,8,7660,2023/02/28
1556,13,60,43,2855,2023/02/28
1557,9,200,33,5431,2023/02/28
1558,16,130,24,9910,2023/02/28
1559,12,40,24,6550,2023/02/28
1560,19,70,46,5866,2023/02/28
1561,10,190,5,397,2023/02/28
1562,14,110,41,8619,2023/02/28
1563,4,150,37,2274,2023/02/28
1564,10,150,48,341,2023/02/28
1565,13,180,30,4904,2023/02/28
1566,6,140,24,3367,2023/02/28
1567,9,20,16,7936,2023/02/28
1568,2,100,30,5591,2023/02/28
1569,8,10,3,6412,2023/02/28
1570,12,180,38,2619,2023/02/28
1571,17,60,36,3458,2023/03/01
1572,17,10,43,8181,2023/03/01
1573,13,90,9,9155,2023/03/01
1574,6,140,30,1880,2023/03/01
1575,17,20,31,7917,2023/03/01
1576,8,130,49,314,2023/03/01
1577,12,90,47,1223,2023/03/01
1578,18,170,44,476,2023/03/01
